record_id,stadium_code,stadium_name,home_team,content_type,content_name,floor,location,official_description,operating_condition,evidence_type,evidence_subtype,source_id,source_url,verified_at,status,notes,content
A051,MUNHAK,인천 SSG 랜더스필드,SSG,HISTORY,어메이징 챔피언스 존,,3번 게이트 앞,구단 기록·역사를 전시하는 공간,2026 시즌 리뉴얼,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: HISTORY / content_name: 어메이징 챔피언스 존 / location: 3번 게이트 앞 / official_description: 구단 기록·역사를 전시하는 공간 / operating_condition: 2026 시즌 리뉴얼
A052,MUNHAK,인천 SSG 랜더스필드,SSG,PHOTOZONE,이달의 포토존,,3번 게이트 주변,매월 팬이 선정한 선수를 주인공으로 운영하는 포토존,2026 시즌·월별 변경,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: PHOTOZONE / content_name: 이달의 포토존 / location: 3번 게이트 주변 / official_description: 매월 팬이 선정한 선수를 주인공으로 운영하는 포토존 / operating_condition: 2026 시즌·월별 변경
A053,MUNHAK,인천 SSG 랜더스필드,SSG,HISTORY,최정존,,그린존 옆 별도 공간,최정 선수 KBO 최초 500홈런 기념 트로피 전시 공간,2026 시즌,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: HISTORY / content_name: 최정존 / location: 그린존 옆 별도 공간 / official_description: 최정 선수 KBO 최초 500홈런 기념 트로피 전시 공간 / operating_condition: 2026 시즌
A054,MUNHAK,인천 SSG 랜더스필드,SSG,RETAIL,캡슐토이 전문 매장,1층,1층 복도,선수단·팀 캐릭터 뽑기형 굿즈 매장,2026 시즌 신규 오픈,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: RETAIL / content_name: 캡슐토이 전문 매장 / floor: 1층 / location: 1층 복도 / official_description: 선수단·팀 캐릭터 뽑기형 굿즈 매장 / operating_condition: 2026 시즌 신규 오픈
A055,MUNHAK,인천 SSG 랜더스필드,SSG,EXPERIENCE,포토카드존,,구장 내 포토카드존,기기 추가 설치 및 동선 개선된 포토카드 체험 공간,2026 시즌 개선,OFFICIAL,OFFICIAL_TEAM_PRESS,S17,https://www.ssglanders.com/media/news/detail?idx=19859,2026-09-04,CONFIRMED,공식 보도자료에 세부 층/게이트는 미표기,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / content_type: EXPERIENCE / content_name: 포토카드존 / location: 구장 내 포토카드존 / official_description: 기기 추가 설치 및 동선 개선된 포토카드 체험 공간 / operating_condition: 2026 시즌 개선 / notes: 공식 보도자료에 세부 층/게이트는 미표기
A056,SUWON,수원 KT 위즈파크,KT,EXPERIENCE,미디어 월,2층,2층,테마 영상·이벤트 콘텐츠를 상영하는 2026 시즌 신설 미디어 월,상시 시설; 콘텐츠는 경기·이벤트별 변경,OFFICIAL,OFFICIAL_TEAM_PRESS,S18,https://www.ktwiz.co.kr/media/wizpress/198590,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / content_type: EXPERIENCE / content_name: 미디어 월 / floor: 2층 / location: 2층 / official_description: 테마 영상·이벤트 콘텐츠를 상영하는 2026 시즌 신설 미디어 월 / operating_condition: 상시 시설; 콘텐츠는 경기·이벤트별 변경
A057,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,HOSPITALITY,HOUSE OF LIONS,1층,외부 매장,"약 100석 규모 팬펍, 대형 TV 월과 4개 특화 Zone 구성",홈·원정경기 및 경기 없는 날·비시즌 운영 예정,OFFICIAL,OFFICIAL_OPERATOR_PAGE,S21,https://www.story-w.co.kr/story-w/3721/Basball_HouseofLions,2026-09-04,CONFIRMED,세부 영업시간 미공개,"[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: HOSPITALITY / content_name: HOUSE OF LIONS / floor: 1층 / location: 외부 매장 / official_description: 약 100석 규모 팬펍, 대형 TV 월과 4개 특화 Zone 구성 / operating_condition: 홈·원정경기 및 경기 없는 날·비시즌 운영 예정 / notes: 세부 영업시간 미공개"
A058,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,HISTORY,선수 특화 Zone,1층,HOUSE OF LIONS 내부,선수 히스토리 테이블·유니폼·사용 장비·친필 사인 전시,HOUSE OF LIONS 운영 시,OFFICIAL,OFFICIAL_OPERATOR_PAGE,S21,https://www.story-w.co.kr/story-w/3721/Basball_HouseofLions,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: HISTORY / content_name: 선수 특화 Zone / floor: 1층 / location: HOUSE OF LIONS 내부 / official_description: 선수 히스토리 테이블·유니폼·사용 장비·친필 사인 전시 / operating_condition: HOUSE OF LIONS 운영 시
A059,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,HISTORY,헤리티지 Zone,1층,HOUSE OF LIONS 내부,Historic Wall과 우승컵·기념구·유니폼 등 구단 헤리티지 전시,HOUSE OF LIONS 운영 시,OFFICIAL,OFFICIAL_OPERATOR_PAGE,S21,https://www.story-w.co.kr/story-w/3721/Basball_HouseofLions,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: HISTORY / content_name: 헤리티지 Zone / floor: 1층 / location: HOUSE OF LIONS 내부 / official_description: Historic Wall과 우승컵·기념구·유니폼 등 구단 헤리티지 전시 / operating_condition: HOUSE OF LIONS 운영 시
A060,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,EXPERIENCE,응원 Zone,1층,HOUSE OF LIONS 내부,대형 스크린·응원가 BGM으로 경기 관람/응원 경험 제공,HOUSE OF LIONS 운영 시,OFFICIAL,OFFICIAL_OPERATOR_PAGE,S21,https://www.story-w.co.kr/story-w/3721/Basball_HouseofLions,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: EXPERIENCE / content_name: 응원 Zone / floor: 1층 / location: HOUSE OF LIONS 내부 / official_description: 대형 스크린·응원가 BGM으로 경기 관람/응원 경험 제공 / operating_condition: HOUSE OF LIONS 운영 시
A061,DAEGU,대구 삼성 라이온즈파크,SAMSUNG,EXPERIENCE,CX Zone,1층,HOUSE OF LIONS 내부,Fan Voice 보드·팬레터 Post Box·3D 피규어 포토부스,HOUSE OF LIONS 운영 시,OFFICIAL,OFFICIAL_OPERATOR_PAGE,S21,https://www.story-w.co.kr/story-w/3721/Basball_HouseofLions,2026-09-04,CONFIRMED,,[대구 삼성 라이온즈 파크] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈파크 / home_team: SAMSUNG / content_type: EXPERIENCE / content_name: CX Zone / floor: 1층 / location: HOUSE OF LIONS 내부 / official_description: Fan Voice 보드·팬레터 Post Box·3D 피규어 포토부스 / operating_condition: HOUSE OF LIONS 운영 시
A062,GWANGJU,광주-기아 챔피언스필드,KIA,PHOTOZONE,틴틴팅클 에어벌룬·대형 현수막 포토존,,중앙출입구,틴틴팅클 협업 에어벌룬·대형 현수막 포토존,2026년 4월 한 달 홈경기일 운영,OFFICIAL,OFFICIAL_TEAM_PRESS,S22,https://tigers.co.kr/contents/press/1037574,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: PHOTOZONE / content_name: 틴틴팅클 에어벌룬·대형 현수막 포토존 / location: 중앙출입구 / official_description: 틴틴팅클 협업 에어벌룬·대형 현수막 포토존 / operating_condition: 2026년 4월 한 달 홈경기일 운영 / notes: 기간 한정 콘텐츠
A063,GWANGJU,광주-기아 챔피언스필드,KIA,EXPERIENCE,틴틴팅클 한정 포토부스·포토카드,,구장 내,틴틴팅클 한정판 포토부스 및 포토카드 운영,2026-04-07~04-09 행사 중심,OFFICIAL,OFFICIAL_TEAM_PRESS,S22,https://tigers.co.kr/contents/press/1037574,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: EXPERIENCE / content_name: 틴틴팅클 한정 포토부스·포토카드 / location: 구장 내 / official_description: 틴틴팅클 한정판 포토부스 및 포토카드 운영 / operating_condition: 2026-04-07~04-09 행사 중심 / notes: 기간 한정 콘텐츠
A064,GWANGJU,광주-기아 챔피언스필드,KIA,PHOTOZONE,하츄핑 대형 에어벌룬,,5번 출입구 앞 EV SPACE,캐치! 티니핑 하츄핑 대형 에어벌룬 포토존,2026-05-01~05-05 홈 시리즈,OFFICIAL,OFFICIAL_TEAM_PRESS,S23,https://tigers.co.kr/contents/press/1038379,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: PHOTOZONE / content_name: 하츄핑 대형 에어벌룬 / location: 5번 출입구 앞 EV SPACE / official_description: 캐치! 티니핑 하츄핑 대형 에어벌룬 포토존 / operating_condition: 2026-05-01~05-05 홈 시리즈 / notes: 기간 한정 콘텐츠
A065,GWANGJU,광주-기아 챔피언스필드,KIA,PHOTOZONE,캐치! 티니핑 현수막·등신대 포토존,,중앙출입구,포토존 현수막과 캐릭터 등신대,2026-05-01~05-05 홈 시리즈,OFFICIAL,OFFICIAL_TEAM_PRESS,S23,https://tigers.co.kr/contents/press/1038379,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: PHOTOZONE / content_name: 캐치! 티니핑 현수막·등신대 포토존 / location: 중앙출입구 / official_description: 포토존 현수막과 캐릭터 등신대 / operating_condition: 2026-05-01~05-05 홈 시리즈 / notes: 기간 한정 콘텐츠
A066,GWANGJU,광주-기아 챔피언스필드,KIA,EVENT,챔필시네마,,중앙테이블석·전광판,경기 종료 후 중앙테이블석을 개방해 전광판으로 영화 상영,"2026-05-05, 2026-05-24 경기 종료 후",OFFICIAL,OFFICIAL_TEAM_PRESS,S24,https://tigers.co.kr/contents/press/1038407,2026-09-04,CONFIRMED,기간 한정 이벤트,"[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / content_type: EVENT / content_name: 챔필시네마 / location: 중앙테이블석·전광판 / official_description: 경기 종료 후 중앙테이블석을 개방해 전광판으로 영화 상영 / operating_condition: 2026-05-05, 2026-05-24 경기 종료 후 / notes: 기간 한정 이벤트"
A067,CHANGWON,창원 NC파크,NC,PHOTOZONE,K-MILK 힐리 에어바운스 포토존,,가족공원,K-MILK 마스코트 힐리 에어바운스 포토존,2026-05-30 부산우유 스폰서데이,OFFICIAL,OFFICIAL_TEAM_PRESS,S26,https://www.ncdinos.com/dinos/notice/view.do?seq=541941,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[창원 NC 파크] stadium_code: CHANGWON / stadium_name: 창원 NC파크 / home_team: NC / content_type: PHOTOZONE / content_name: K-MILK 힐리 에어바운스 포토존 / location: 가족공원 / official_description: K-MILK 마스코트 힐리 에어바운스 포토존 / operating_condition: 2026-05-30 부산우유 스폰서데이 / notes: 기간 한정 콘텐츠
A068,CHANGWON,창원 NC파크,NC,EXPERIENCE,부산우유 체험존,,가족공원,에어바운스 야구게임·10초를 잡아라·포토박스 등 체험형 이벤트,2026-05-30 부산우유 스폰서데이,OFFICIAL,OFFICIAL_TEAM_PRESS,S26,https://www.ncdinos.com/dinos/notice/view.do?seq=541941,2026-09-04,CONFIRMED,기간 한정 콘텐츠,[창원 NC 파크] stadium_code: CHANGWON / stadium_name: 창원 NC파크 / home_team: NC / content_type: EXPERIENCE / content_name: 부산우유 체험존 / location: 가족공원 / official_description: 에어바운스 야구게임·10초를 잡아라·포토박스 등 체험형 이벤트 / operating_condition: 2026-05-30 부산우유 스폰서데이 / notes: 기간 한정 콘텐츠
