record_id,stadium_id,stadium_code,team_code,stadium_name,facility_type,floor,side,nearby_section,nearby_gate,gender,indoor_outdoor,location_detail,source_url,source_grade,source_date,verified_at,status,evidence_type,notes
FAC-078,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,4F,3루,3루 상단 426권역,,공용/미상,실내,3루 상단 426권역 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-079,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,장애인화장실,4F,,하단 양측 2곳,,공용/미상,실내,하단 양측 2곳 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,블록은 이미지 핀 판독이므로 정확 경계 대신 인접 권역으로 기록.
FAC-080,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,수유실,1F,외야,503~504·전광판 뒤 권역,,,실내,외야 중앙 503~504·전광판 뒤 권역,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,기호가 겹쳐 보여 방 개수는 단정하지 않음.
FAC-081,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,임산부휴게실,2F,3루,215~216,,,실내,3루 하단 콘코스 약 215~216 인접,https://app.hanwhaeagles.co.kr/app/stadium,A,2026,2026-09-07,OFFICIAL_APPROXIMATE,OFFICIAL_APP_LAYER,
FAC-082,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,흡연구역,4F,3루,415~417 권역,,,외부,4F 415구역 바로 뒤~415~417 사이 외부/옥상 콘코스,https://blog.naver.com/gkfls71/224386754637,B,2025~2026,2026-09-07,FIELD_VERIFIED,MULTI_VISIT,복수 방문자료가 415 권역으로 수렴.
FAC-083,DAEJEON_HANWHA,DAEJEON,HANWHA,대전 한화생명 볼파크,흡연구역,1F,3루,,게이트 번호 미확정,,외부,3루 측 야외 GATE 바로 앞,https://blog.naver.com/PostView.naver?blogId=krystalday92&logNo=223851541471,C,2025,2026-09-07,RECHECK,VISIT,게이트 번호 미확정.
FAC-084,SUWON_KT,SUWON,KT,수원 KT 위즈파크,화장실,2F,3루,외야 잔디자유석 뒤,GATE 3-3,,외부,"3루 외야 GATE 3-3 바깥, 외야 잔디자유석 뒤",https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,공식 지도 표기: 옥외화장실.
FAC-085,SUWON_KT,SUWON,KT,수원 KT 위즈파크,화장실,2F,1루,티빙테이블 503~505·위즈캠핑존 경계,,,외부,1루 외야 티빙테이블 503~505와 위즈캠핑존 경계 계단 옆,https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,공식 지도 표기: 옥외화장실.
FAC-086,SUWON_KT,SUWON,KT,수원 KT 위즈파크,화장실,5F,1루,티빙테이블 501 위,GATE 1-2,,외부,"5F 외곽 계단 옆, 티빙테이블 501 위·GATE 1-2 방향",https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,공식 지도 표기: 옥외화장실.
FAC-087,SUWON_KT,SUWON,KT,수원 KT 위즈파크,흡연구역,2F,3루,외야 잔디자유석 뒤,GATE 3-3,,외부,3루 외야 GATE 3-3 바깥 옥외화장실 바로 옆,https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-088,SUWON_KT,SUWON,KT,수원 KT 위즈파크,흡연구역,2F,1루,티빙테이블 505·위즈캠핑존 경계,,,외부,"티빙테이블 505–위즈캠핑존 경계, 옥외화장실 아래쪽",https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-089,SUWON_KT,SUWON,KT,수원 KT 위즈파크,수유실,2F,,,,,,2층 중앙안내센터 앞,https://sooyusil.com/home/2.htm?searchKeyword=%EC%88%98%EC%9B%90KT#,C,,2026-09-07,RECHECK,EXTERNAL_FACILITY_DB,수유실 찾기 사이트 표기. 2026 공식 지도에서는 2F 수유실 미표기.
FAC-090,SUWON_KT,SUWON,KT,수원 KT 위즈파크,수유실,4F,,,,,,4층 엘리베이터 1호기 옆,https://sooyusil.com/home/2.htm?searchKeyword=%EC%88%98%EC%9B%90KT#,C,,2026-09-07,RECHECK,EXTERNAL_FACILITY_DB,수유실 찾기 사이트 표기. 2026 공식 지도에서는 4F 수유실 미표기.
FAC-091,SUWON_KT,SUWON,KT,수원 KT 위즈파크,수유실,5F,,스카이존 411·412 뒤편 / S 통로 쪽,,,,5층 스카이존 411·412 뒤편(수유실 찾기에는 관람석 S 통로 쪽으로 표기),https://www.ktwiz.co.kr/wizpark/guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,외부 시설 DB 보조 출처: https://sooyusil.com/home/2.htm?searchKeyword=%EC%88%98%EC%9B%90KT#
FAC-092,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,수유실,3F,,112블록 뒤,,,실내,3F 112블록 뒤,https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-093,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,수유실,3F,,118블록 뒤,,,실내,3F 118블록 뒤,https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-094,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,수유실,5F,,,GATE 5,,실내,5F GATE 5 옆,https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-095,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,수유실,5F,,,GATE 13,,실내,5F GATE 13 옆,https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-096,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,흡연구역,5F,,535블록 뒤 외곽,GATE 5~6,,외부,"5F 535블록 뒤 외곽, GATE 5~6 사이에서 GATE 6 쪽",https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-097,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,흡연구역,5F,,501블록 뒤 외곽,GATE 1,,외부,"5F 501블록 뒤 외곽, GATE 1 인근",https://tigers.co.kr/tigers/champions-field/stadium-guide,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_MAP,
FAC-098,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,3F,3루,K9/K8 진입로 인근,,남·여/미상,실내,"3루 홈 응원석, 3루 베이스 뒤편 통로 K9/K8석 진입로 인근",https://blog.naver.com/owy3843747/222538955658,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-099,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,3F,1루,1루 베이스 뒤편~외야 연결 통로,,남·여/미상,실내,1루 원정 응원석 구역 통로,https://blog.naver.com/owy3843747/222538955658,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-100,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,3F,외야,샌드파크·물품보관함·3매표소 인근,제3매표소,남·여/미상,실내,"외야석/전광판 권역, 샌드파크 및 외야 물품보관함·3매표소 옆 통로",https://blog.naver.com/ugna/223852248487,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-101,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,4F,,스카이박스 복도,,남·여/미상,실내,스카이박스 이용객 복도 라인 화장실,https://blog.naver.com/owy3843747/222538955658,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-102,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,5F,중앙,518~519구역,,남·여/미상,실내,홈플레이트 중앙 뒤 518~519구역 복도,https://m.blog.naver.com/83jaehun/224252393722,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-103,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,5F,1루,501~506구역,,남·여/미상,실내,5층 1루 끝 501~506구역 방향 복도,https://m.blog.naver.com/83jaehun/224252393722,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-104,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,5F,3루,530~535구역,,남·여/미상,실내,5층 3루 끝 530~535구역 방향 복도,https://m.blog.naver.com/83jaehun/224252393722,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-105,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,외부,외야,,제3매표소,남·여/미상,외부,제3매표소(외야) 옆 외부 화장실,https://blog.naver.com/ugna/223852248487,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-106,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,외부,1루,,제3출입구,남·여/미상,외부,제3출입구(1루 원정) 옆 외부 화장실,https://blog.naver.com/ugna/223852248487,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-107,GWANGJU_KIA,GWANGJU,KIA,광주 KIA 챔피언스필드,화장실,외부,3루,,제4출입구,남·여/미상,외부,제4출입구(3루 홈) 옆 외부 화장실,https://blog.naver.com/ugna/223852248487,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 보완자료. 최신 공식 지도에는 일반 화장실 핀이 없어 현재값 확정 전 재확인 권장.
FAC-108,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,수유실,3F,,T3-1 뒤,,,실내,3F T3-1 뒤,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,
FAC-109,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,수유실,3F,,T1-1 뒤,,,실내,3F T1-1 뒤,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,
FAC-110,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,수유실,상부,,스카이석 09 출입구 앞,,,실내,스카이석 09 출입구 앞,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,
FAC-111,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,흡연구역,외부,,,,,외부,외야 출입구 뒤 주차장 인근,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,공식 안내는 입장 후 전 구역 금연도 함께 명시.
FAC-112,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,흡연구역,외부,,,,,외부,GATE 21 아래 매표소 뒤편,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,공식 안내는 입장 후 전 구역 금연도 함께 명시.
FAC-113,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,흡연구역,외부,,,,,외부,팀스토어 맞은편,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,공식 안내는 입장 후 전 구역 금연도 함께 명시.
FAC-114,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,흡연구역,외부,,,,,외부,전설로주차장 2F 옆,https://www.samsunglions.com/intro/intro05_4.asp,A,2026,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_GUIDE,공식 안내는 입장 후 전 구역 금연도 함께 명시.
FAC-115,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,화장실,3F,1루·3루,메인 콘코스,,남·여/미상,실내,3층 내야 메인 콘코스의 1루·3루 측 화장실,https://m.blog.naver.com/wltn3292/224227119388,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 최신 보완자료. 2016 공식 층별도는 사용자 요청에 따라 근거에서 제외.
FAC-116,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,화장실,4F,1루·3루,스윗박스 층 콘코스,,남·여/미상,실내,4층 스윗박스 층 중앙 및 1·3루 끝 방향 화장실,https://m.blog.naver.com/wltn3292/224227119388,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 최신 보완자료. 2016 공식 층별도는 사용자 요청에 따라 근거에서 제외.
FAC-117,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,화장실,5F,1루·3루,SKY석 콘코스,,남·여/미상,실내,5층 SKY석 복도 중앙 및 1·3루 끝 방향 화장실,https://m.blog.naver.com/wltn3292/224227119388,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 최신 보완자료. 2016 공식 층별도는 사용자 요청에 따라 근거에서 제외.
FAC-118,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,화장실,외야,외야,전광판 아래·외야 진입 통로·잔디석/놀이터 인근,,남·여/미상,외부/인접,외야 전광판 아래 복도 및 진입 통로 주변 화장실,https://blog.naver.com/cyberokuk/220665355172?viewType=pc,C,,2026-09-07,RECHECK,VISIT_GUIDE,사용자 제공 최신 보완자료. 2016 공식 층별도는 사용자 요청에 따라 근거에서 제외.
FAC-119,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,장애인화장실,3F,,,,남·여,실내,3F 남·녀 각각 3개소,https://smart.daegu.go.kr/vocRqs/pbl/view.do?cvlRqrNo=Y-R-20170503-000003&pageIndex=366&showItemListCount=10&srchType=&srchTxt=&orderByKey=&orderByType=,D,2017,2026-09-07,HISTORICAL_ONLY,PUBLIC_ADMIN_RECORD,운영 여부 최신 재확인 필요. 2016 층별도는 사용하지 않음.
FAC-120,DAEGU_SAMSUNG,DAEGU,SAMSUNG,대구 삼성 라이온즈파크,장애인화장실,4F,,,,남·여,실내,4F 남·녀 각각 1개소,https://smart.daegu.go.kr/vocRqs/pbl/view.do?cvlRqrNo=Y-R-20170503-000003&pageIndex=366&showItemListCount=10&srchType=&srchTxt=&orderByKey=&orderByType=,D,2017,2026-09-07,HISTORICAL_ONLY,PUBLIC_ADMIN_RECORD,운영 여부 최신 재확인 필요. 2016 층별도는 사용하지 않음.
FAC-121,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,3F,중앙테이블,031A블록·031 GATE,,남,실내,031A블록·031 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-122,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,3F,중앙테이블,034블록·034 GATE,,남,실내,034블록·034 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-123,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,3F,중앙테이블,032블록·032 GATE 오른쪽,,여,실내,032블록·032 GATE 오른쪽,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-124,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,3F,중앙테이블,033블록·033 GATE,,여,실내,033블록·033 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-125,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,4F,중앙상단,052블록·041 GATE,,남,실내,052블록·041 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-126,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,4F,중앙상단,055블록·043 GATE,,남,실내,055블록·043 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-127,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,4F,중앙상단,056블록·044 GATE,,남,실내,056블록·044 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-128,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,4F,중앙상단,052블록·042 GATE,,여,실내,052블록·042 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-129,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,4F,중앙상단,056블록·044 GATE,,여,실내,056블록·044 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-130,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 내야,121블록·122 GATE,,남,실내,121블록·122 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-131,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 내야,123블록·123 GATE,,남,실내,123블록·123 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-132,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 내야,121블록·122 GATE,,여,실내,121블록·122 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-133,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 내야,122블록·123 GATE,,여,실내,122블록·123 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-134,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 내야,124블록·124 GATE,,여,실내,124블록·124 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-135,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 외야,924블록·923 GATE,,남,실내,924블록·923 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-136,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 외야,127블록·921~922 GATE 사이,,남,실내,127블록·921~922 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-137,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 외야,925블록·924 GATE,,여,실내,925블록·924 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-138,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 외야,922블록·922 GATE,,여,실내,922블록·922 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-139,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,1루 외야,921블록·921~922 GATE 사이,,여,실내,921블록·921~922 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-140,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,322블록·322~323 GATE 사이,,남,실내,322블록·322~323 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-141,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,321블록·321 GATE,,남,실내,321블록·321 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-142,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,327블록·327~721 GATE 사이,,남,실내,327블록·327~721 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-143,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,324블록·324 GATE,,여,실내,324블록·324 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-144,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,323블록·322~323 GATE 사이,,여,실내,323블록·322~323 GATE 사이,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-145,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 내야,321블록·322 GATE,,여,실내,321블록·322 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
FAC-146,BUSAN_SAJIK,SAJIK,LOTTE,부산 사직야구장,화장실,2F,3루 외야,723블록·723 GATE,,남,실내,723블록·723 GATE,https://play.google.com/store/apps/details?hl=ko&id=com.giantsclub.gifan,A-,2026-04-22,2026-09-07,CONFIRMED_OFFICIAL,OFFICIAL_APP_DATA_MIRROR,공식 앱 패키지의 2026 구장안내 HTML 위치 문자열. 배포본 확보 경로가 제3자 미러라 A-.
